,text_raw,text_clean
5973,"In the middle was a blob of dark and the savage wrinkled up his face, trying to decipher the darkness.",in the middle be a blob of dark and the savage wrinkle up his face try to decipher the darkness
5974,The seconds lengthened.,the second lengthen
5975,Ralph was looking straight into the savage's eyes.,ralph be look straight into the savage s eye
5976,Don't scream.,do not scream
5977,You'll get back.,you will get back
5978,Now he's seen you.,now he be see you
5979,He's making sure.,he be make sure
5980,A stick sharpened.,a stick sharpen
5981,"Ralph screamed, a scream of fright and anger and desperation.",ralph scream a scream of fright and anger and desperation
5982,"His legs straightened, the screams became continuous and foaming.",his leg straighten the scream become continuous and foam
5983,"He shot forward, burst the thicket, was in the open, screaming, snarling, bloody.",he shoot forward burst the thicket be in the open scream snarl bloody
5984,"He swung the stake and the savage tumbled over; but there were others coming toward him, crying out.",he swing the stake and the savage tumble over but there be other come toward him cry out
5985,"He swerved as a spear flew past and then was silent, running.",he swerve a a spear fly past and then be silent run
5986,"All at once the lights flickering ahead of him merged together, the roar of the forest rose to thunder and a tall bush directly in his path burst into a great fan-shaped flame.",all at once the light flicker ahead of him merge together the roar of the forest rise to thunder and a tall bush directly in his path burst into a great fan shape flame
5987,"He swung to the right, running desperately fast, with the heat beating on his left side and the fire racing forward like a tide.",he swing to the right run desperately fast with the heat beat on his leave side and the fire race forward like a tide
5988,"The ululation rose behind him and spread along, a series of short sharp cries, the sighting call.",the ululation rise behind him and spread along a series of short sharp cry the sight call
5989,A brown figure showed up at his right and fell away.,a brown figure show up at his right and fall away
5990,"They were all running, all crying out madly.",they be all run all cry out madly
5991,"He could hear them crashing in the undergrowth and on the left was the hot, bright thunder of the fire.",he can hear them crash in the undergrowth and on the leave be the hot bright thunder of the fire
5992,"He forgot his wounds, his hunger and thirst, and became fear; hopeless fear on flying feet, rushing through the forest toward the open beach.",he forget his wound his hunger and thirst and become fear hopeless fear on fly foot rush through the forest toward the open beach
5993,Spots jumped before his eyes and turned into red circles that expanded quickly till they passed out of sight.,spot jump before his eye and turn into red circle that expand quickly till they pass out of sight
5994,Below him someone's legs were getting tired and the desperate ululation advanced like a jagged fringe of menace and was almost overhead.,below him someone be leg be get tire and the desperate ululation advance like a jag fringe of menace and be almost overhead
5995,He stumbled over a root and the cry that pursued him rose even higher.,he stumble over a root and the cry that pursue him rise even high
5996,He saw a shelter burst into flames and the fire flapped at his right shoulder and there was the glitter of water.,he see a shelter burst into flame and the fire flap at his right shoulder and there be the glitter of water
5997,"Then he was down, rolling over and over in the warm sand, crouching with arm to ward off, trying to cry for mercy.",then he be down roll over and over in the warm sand crouch with arm to ward off try to cry for mercy
5998,"He staggered to his feet, tensed for more terrors, and looked up at a huge peaked cap.",he stagger to his foot tense for much terror and look up at a huge peak cap
5999,"It was a white-topped cap, and above the green shade of the peak was a crown, an anchor, gold foliage.",it be a white top cap and above the green shade of the peak be a crown a anchor gold foliage
6000,"He saw white drill, epaulettes, a revolver, a row of gilt buttons down the front of a uniform.",he see white drill epaulette a revolver a row of gild button down the front of a uniform
6001,"A naval officer stood on the sand, looking down at Ralph in wary astonishment.",a naval officer stand on the sand look down at ralph in wary astonishment
6002,"On the beach behind him was a cutter, her bows hauled up and held by two ratings.",on the beach behind him be a cutter her bow haul up and hold by two rating
6003,In the sternsheets another rating held a sub-machine gun.,in the sternsheets another rate hold a sub machine gun
